"Devin Hester","CHI",78.00,"WR",2012.00,2
"Earl Bennett","CHI",77.00,"WR",2012.00,3
"Johnny Knox","CHI",75.00,"WR",2012.00,4
"Eric Weems","CHI",73.00,"WR",2012.00,5
"Alshon Jeffery","CHI",70.00,"WR",2012.00,6
"Dane Sanzenbacher","CHI",67.00,"WR",2012.00,7
"Devin Thomas","CHI",67.00,"WR",2012.00,8
"Kyle Cook","CIN",82.00,"C",2012.00,1
"Reggie Stephens","CIN",66.00,"C",2012.00,2
"Leon Hall","CIN",89.00,"CB",2012.00,1
"Nate Clements","CIN",87.00,"CB",2012.00,2
"Terence Newman","CIN",82.00,"CB",2012.00,3
"Jason Allen","CIN",78.00,"CB",2012.00,4
"Dre Kirkpatrick","CIN",75.00,"CB",2012.00,5
"Adam Jones","CIN",73.00,"CB",2012.00,6
"Brandon Ghee","CIN",68.00,"CB",2012.00,7
"Shaun Prater","CIN",67.00,"CB",2012.00,8
"Geno Atkins","CIN",93.00,"DT",2012.00,1
"Domata Peko","CIN",84.00,"DT",2012.00,2
"Pat Sims","CIN",77.00,"DT",2012.00,3
"Devon Still","CIN",72.00,"DT",2012.00,4
"Nick Hayden","CIN",67.00,"DT",2012.00,5
"Brandon Thompson","CIN",66.00,"DT",2012.00,6
"Vaughn Meatoga","CIN",56.00,"DT",2012.00,7
"Chris Pressley","CIN",76.00,"FB",2012.00,1
"James Develin","CIN",59.00,"FB",2012.00,2
"Reggie Nelson","CIN",79.00,"FS",2012.00,1
"George Iloka","CIN",65.00,"FS",2012.00,2
"Robert Sands","CIN",64.00,"FS",2012.00,3
"BenJarvus Green-Ellis","CIN",82.00,"HB",2012.00,1
"Bernard Scott","CIN",77.00,"HB",2012.00,2
"Brian Leonard","CIN",73.00,"HB",2012.00,3
"Daniel Herron","CIN",68.00,"HB",2012.00,4
"Aaron Brown","CIN",63.00,"HB",2012.00,5
"Cedric Peerman","CIN",62.00,"HB",2012.00,6
"Mike Nugent","CIN",81.00,"K",2012.00,1
"Carlos Dunlap","CIN",85.00,"LE",2012.00,1
"Robert Geathers","CIN",79.00,"LE",2012.00,2
"Derrick Harvey","CIN",63.00,"LE",2012.00,3
"Travelle Wharton","CIN",85.00,"LG",2012.00,1
"Otis Hudson","CIN",66.00,"LG",2012.00,2
"Manny Lawson","CIN",82.00,"LOLB",2012.00,1
"Dan Skuta","CIN",66.00,"LOLB",2012.00,2
"Dontay Moch","CIN",59.00,"LOLB",2012.00,3
"Micah Johnson","CIN",57.00,"LOLB",2012.00,4
"Andrew Whitworth","CIN",91.00,"LT",2012.00,1
"Anthony Collins","CIN",78.00,"LT",2012.00,2
"Rey Maualuga","CIN",83.00,"MLB",2012.00,1
"Roddrick Muckelroy","CIN",62.00,"MLB",2012.00,2
"Vontaze Burfict","CIN",56.00,"MLB",2012.00,3
"Kevin Huber","CIN",75.00,"P",2012.00,1
"Andy Dalton","CIN",83.00,"QB",2012.00,1
"Bruce Gradkowski","CIN",73.00,"QB",2012.00,2
"Zac Robinson","CIN",60.00,"QB",2012.00,3
"Michael Johnson","CIN",77.00,"RE",2012.00,1
"Jamaal Anderson","CIN",74.00,"RE",2012.00,2
"DeQuin Evans","CIN",54.00,"RE",2012.00,3
"Kevin Zeitler","CIN",75.00,"RG",2012.00,1
"Clint Boling","CIN",73.00,"RG",2012.00,2
"Thomas Howard","CIN",83.00,"ROLB",2012.00,1
"Vincent Rey","CIN",60.00,"ROLB",2012.00,2
"Andre Smith","CIN",81.00,"RT",2012.00,1
"Dennis Roland","CIN",78.00,"RT",2012.00,2
"Matthew O'Donnell","CIN",61.00,"RT",2012.00,3
"Taylor Mays","CIN",71.00,"SS",2012.00,1
"Jeromy Miles","CIN",68.00,"SS",2012.00,2
"Jermaine Gresham","CIN",81.00,"TE",2012.00,1
"Donald Lee","CIN",73.00,"TE",2012.00,2
"Marvin Jones","CIN",65.00,"WR",2012.00,5
"Ryan Whalen","CIN",63.00,"WR",2012.00,6
"Kashif Moore","CIN",56.00,"WR",2012.00,7
"Vidal Hazelton","CIN",55.00,"WR",2012.00,8
"Eric Wood","BUF",86.00,"C",2012.00,1
"Garrison Sanborn","BUF",57.00,"C",2012.00,2
"Colin Brown","BUF",54.00,"C",2012.00,3
"Terrence McGee","BUF",82.00,"CB",2012.00,1
"Stephon Gilmore","BUF",77.00,"CB",2012.00,2
"Torell Troup","BUF",66.00,"DT",2012.00,5
"Kellen Heard","BUF",65.00,"DT",2012.00,6
"Jarron Gilbert","BUF",62.00,"DT",2012.00,7
"Lionel Dotson","BUF",59.00,"DT",2012.00,8
"Corey McIntyre","BUF",74.00,"FB",2012.00,1
"Jairus Byrd","BUF",87.00,"FS",2012.00,1
"Bryan Scott","BUF",77.00,"FS",2012.00,2
"Fred Jackson","BUF",89.00,"HB",2012.00,1
"C.J. Spiller","BUF",80.00,"HB",2012.00,2
"Michael Jasper","BUF",53.00,"LG",2012.00,2
"Kirk Morrison","BUF",79.00,"LOLB",2012.00,1
"Arthur Moats","BUF",69.00,"LOLB",2012.00,2
"Nigel Bradham","BUF",63.00,"LOLB",2012.00,3
"Cordy Glenn","BUF",72.00,"LT",2012.00,1
"Chris Hairston","BUF",69.00,"LT",2012.00,2
"Kelvin Sheppard","BUF",76.00,"MLB",2012.00,1
"Scott McKillop","BUF",68.00,"MLB",2012.00,2
"Tank Carder","BUF",63.00,"MLB",2012.00,3
"Kraig Urbik","BUF",79.00,"RG",2012.00,3
"Mark Asper","BUF",61.00,"RG",2012.00,1
"Nick Barnett","BUF",89.00,"ROLB",2012.00,1
"Chris White","BUF",57.00,"ROLB",2012.00,2
"Erik Pears","BUF",80.00,"RT",2012.00,1
"Sam Young","BUF",69.00,"RT",2012.00,2
"Zebrie Sanders","BUF",66.00,"RT",2012.00,3
"George Wilson","BUF",81.00,"SS",2012.00,1
"Da'Norris Searcy","BUF",70.00,"SS",2012.00,2
"Derek Hagan","BUF",70.00,"WR",2012.00,7
"Ruvell Martin","BUF",69.00,"WR",2012.00,8
"Marcus Easley","BUF",66.00,"WR",2012.00,9
"Naaman Roosevelt","BUF",66.00,"WR",2012.00,10
"David Clowney","BUF",64.00,"WR",2012.00,1
"T.J. Graham","BUF",64.00,"WR",2012.00,2
"J.D. Walton","DEN",72.00,"C",2012.00,1
"Philip Blake","DEN",70.00,"C",2012.00,2
"Lonie Paxton","DEN",66.00,"C",2012.00,3
"Ty Warren","DEN",82.00,"DT",2012.00,1
"Justin Bannan","DEN",78.00,"DT",2012.00,2
"Kevin Vickerson","DEN",76.00,"DT",2012.00,3
"Derek Wolfe","DEN",72.00,"DT",2012.00,4
"Mitch Unrein","DEN",62.00,"DT",2012.00,5
"Sealver Siliga","DEN",54.00,"DT",2012.00,6
"Chris Gronkowski","DEN",65.00,"FB",2012.00,1
"Austin Sylvester","DEN",58.00,"FB",2012.00,2
"Quinton Carter","DEN",72.00,"FS",2012.00,1
"Jeremy Beal","DEN",66.00,"LE",2012.00,2
"Zane Beadles","DEN",75.00,"LG",2012.00,1
"C.J. Davis","DEN",63.00,"LG",2012.00,2
"Von Miller","DEN",89.00,"LOLB",2012.00,1
"Cyril Obiozor","DEN",60.00,"LOLB",2012.00,2
"Mike Mohamed","DEN",58.00,"LOLB",2012.00,3
"Ryan Clady","DEN",87.00,"LT",2012.00,1
"Ryan Harris","DEN",76.00,"LT",2012.00,2
"Chris Clark","DEN",64.00,"LT",2012.00,3
"Orson Charles","CIN",69.00,"TE",2012.00,3
"Colin Cochart","CIN",68.00,"TE",2012.00,4
"Clark Harris","CIN",61.00,"TE",2012.00,5
"A.J. Green","CIN",89.00,"WR",2012.00,9
"Jordan Shipley","CIN",74.00,"WR",2012.00,1
"Brandon Tate","CIN",73.00,"WR",2012.00,10
"Mohamed Sanu","CIN",71.00,"WR",2012.00,2
"Armon Binns","CIN",68.00,"WR",2012.00,3
"Andrew Hawkins","CIN",65.00,"WR",2012.00,4
"Leodis McKelvin","BUF",75.00,"CB",2012.00,3
"Aaron Williams","BUF",72.00,"CB",2012.00,4
"Ron Brooks","BUF",67.00,"CB",2012.00,5
"Justin Rogers","BUF",63.00,"CB",2012.00,6
"Prince Miller","BUF",57.00,"CB",2012.00,7
"Kyle Williams","BUF",90.00,"DT",2012.00,1
"Marcell Dareus","BUF",86.00,"DT",2012.00,2
"Dwan Edwards","BUF",79.00,"DT",2012.00,3
"Alex Carrington","BUF",71.00,"DT",2012.00,4
"Tashard Choice","BUF",72.00,"HB",2012.00,3
"Johnny White","BUF",66.00,"HB",2012.00,4
"Rian Lindell","BUF",85.00,"K",2012.00,1
"John Potter","BUF",60.00,"K",2012.00,2
"Mario Williams","BUF",97.00,"LE",2012.00,1
"Chris Kelsay","BUF",81.00,"LE",2012.00,2
"Danny Batten","BUF",67.00,"LE",2012.00,3
"Andy Levitre","BUF",90.00,"LG",2012.00,3
"Keith Williams","BUF",61.00,"LG",2012.00,1
"Brian Moorman","BUF",88.00,"P",2012.00,1
"Ryan Fitzpatrick","BUF",82.00,"QB",2012.00,1
"Vince Young","BUF",75.00,"QB",2012.00,2
"Tyler Thigpen","BUF",69.00,"QB",2012.00,3
"Mark Anderson","BUF",81.00,"RE",2012.00,1
"Shawne Merriman","BUF",78.00,"RE",2012.00,2
"Spencer Johnson","BUF",72.00,"RE",2012.00,3
"Kyle Moore","BUF",69.00,"RE",2012.00,4
"Chad Rinehart","BUF",81.00,"RG",2012.00,2
"Joshua Nesbitt","BUF",64.00,"SS",2012.00,3
"Scott Chandler","BUF",78.00,"TE",2012.00,1
"Lee Smith","BUF",69.00,"TE",2012.00,2
"Kevin Brock","BUF",62.00,"TE",2012.00,3
"Mike Caussin","BUF",59.00,"TE",2012.00,4
"Stevie Johnson","BUF",89.00,"WR",2012.00,3
"Brad Smith","BUF",75.00,"WR",2012.00,4
"Donald Jones","BUF",73.00,"WR",2012.00,5
"David Nelson","BUF",72.00,"WR",2012.00,6
"Champ Bailey","DEN",95.00,"CB",2012.00,1
"Tracy Porter","DEN",80.00,"CB",2012.00,2
"Drayton Florence","DEN",74.00,"CB",2012.00,3
"Chris Harris","DEN",74.00,"CB",2012.00,4
"Omar Bolden","DEN",69.00,"CB",2012.00,5
"Joshua Moore","DEN",67.00,"CB",2012.00,6
"Syd'Quan Thompson","DEN",67.00,"CB",2012.00,7
"Tony Carter","DEN",64.00,"CB",2012.00,8
"Coryell Judie","DEN",62.00,"CB",2012.00,9
"Rahim Moore","DEN",68.00,"FS",2012.00,2
"Willis McGahee","DEN",85.00,"HB",2012.00,1
"Knowshon Moreno","DEN",76.00,"HB",2012.00,2
"Lance Ball","DEN",71.00,"HB",2012.00,3
"Ronnie Hillman","DEN",68.00,"HB",2012.00,4
"Jeremiah Johnson","DEN",65.00,"HB",2012.00,5
"Mario Fannin","DEN",61.00,"HB",2012.00,6
"Matt Prater","DEN",85.00,"K",2012.00,1
"Robert Ayers","DEN",78.00,"LE",2012.00,1
"Joe Mays","DEN",79.00,"MLB",2012.00,1
"Nate Irving","DEN",65.00,"MLB",2012.00,2
"Jerry Franklin","DEN",58.00,"MLB",2012.00,3
"Britton Colquitt","DEN",81.00,"P",2012.00,1
"Peyton Manning","DEN",93.00,"QB",2012.00,1
"Brock Osweiler","DEN",69.00,"QB",2012.00,2
"Adam Weber","DEN",69.00,"QB",2012.00,3
"Caleb Hanie","DEN",68.00,"QB",2012.00,4
"Elvis Dumervil","DEN",88.00,"RE",2012.00,1
"Jason Hunter","DEN",74.00,"RE",2012.00,2
"Malik Jackson","DEN",61.00,"RE",2012.00,3
"Chris Kuper","DEN",85.00,"RG",2012.00,1
"Manny Ramirez","DEN",65.00,"RG",2012.00,2
"D.J. Williams","DEN",87.00,"ROLB",2012.00,1
"Wesley Woodyard","DEN",72.00,"ROLB",2012.00,2
"Danny Trevathan","DEN",59.00,"ROLB",2012.00,3
"Orlando Franklin","DEN",76.00,"RT",2012.00,1
"Tony Hills","DEN",70.00,"RT",2012.00,2
"Andre Caldwell","DEN",77.00,"WR",2012.00,9
"Jason Hill","DEN",74.00,"WR",2012.00,10
"Brandon Stokley","DEN",72.00,"WR",2012.00,1
"Matthew Willis","DEN",68.00,"WR",2012.00,2
"Eric Page","DEN",63.00,"WR",2012.00,3
"Mark Dell","DEN",60.00,"WR",2012.00,4
"Greg Orton","DEN",56.00,"WR",2012.00,5
"D'Andre Goodwin","DEN",53.00,"WR",2012.00,6
"Alex Mack","CLE",88.00,"C",2012.00,1
"Phil Taylor","CLE",82.00,"DT",2012.00,7
"Scott Paxson","CLE",70.00,"DT",2012.00,1
"John Hughes","CLE",65.00,"DT",2012.00,2
"Brian Sanford","CLE",65.00,"DT",2012.00,3
"Billy Winn","CLE",65.00,"DT",2012.00,4
"Kiante Tripp","CLE",59.00,"DT",2012.00,5
"Owen Marecic","CLE",70.00,"FB",2012.00,1
"Eddie Williams","CLE",64.00,"FB",2012.00,2
"Brad Smelley","CLE",63.00,"FB",2012.00,3
"Jabaal Sheard","CLE",84.00,"LE",2012.00,1
"Juqua Parker","CLE",77.00,"LE",2012.00,2
"Emmanuel Stephens","CLE",65.00,"LE",2012.00,3
"Auston English","CLE",62.00,"LE",2012.00,4
"Jason Pinkston","CLE",74.00,"LG",2012.00,1
"Stanley Daniels","CLE",68.00,"LG",2012.00,2
"Ryan Miller","CLE",64.00,"LG",2012.00,3
"Scott Fujita","CLE",78.00,"LOLB",2012.00,1
"Emmanuel Acho","CLE",64.00,"LOLB",2012.00,2
"Seneca Wallace","CLE",73.00,"QB",2012.00,3
"Thaddeus Lewis","CLE",60.00,"QB",2012.00,4
"Frostee Rucker","CLE",81.00,"RE",2012.00,1
"Marcus Benard","CLE",71.00,"RE",2012.00,2
"Brian Schaefering","CLE",66.00,"RE",2012.00,3
"Shawn Lauvao","CLE",72.00,"RG",2012.00,1
"John Greco","CLE",71.00,"RG",2012.00,2
"Jarrod Shaw","CLE",60.00,"RG",2012.00,3
"Chris Gocong","CLE",81.00,"ROLB",2012.00,1
"Dan Gronkowski","CLE",60.00,"TE",2012.00,3
"Jordan Cameron","CLE",57.00,"TE",2012.00,4
"Josh Cribbs","CLE",76.00,"WR",2012.00,1
"Greg Little","CLE",75.00,"WR",2012.00,2
"Mohamed Massaquoi","CLE",73.00,"WR",2012.00,3
"Carlton Mitchell","CLE",67.00,"WR",2012.00,4
"Travis Benjamin","CLE",66.00,"WR",2012.00,5
"Jordan Norwood","CLE",65.00,"WR",2012.00,6
"Josh Cooper","CLE",61.00,"WR",2012.00,7
"Leonard Johnson","TBB",64.00,"CB",2012.00,4
"Anthony Gaitor","TBB",61.00,"CB",2012.00,5
"Derrick Roberson","TBB",61.00,"CB",2012.00,6
"Gerald McCoy","TBB",82.00,"DT",2012.00,1
"Amobi Okoye","TBB",75.00,"DT",2012.00,2
"Brian Price","TBB",74.00,"DT",2012.00,3
"Gary Gibson","TBB",72.00,"DT",2012.00,4
"Roy Miller","TBB",69.00,"DT",2012.00,5
"Frank Okam","TBB",65.00,"DT",2012.00,6
"Mossis Madu","TBB",63.00,"HB",2012.00,2
"Connor Barth","TBB",82.00,"K",2012.00,1
"Kai Forbath","TBB",59.00,"K",2012.00,2
"Michael Bennett","TBB",81.00,"LE",2012.00,1
"Da'Quan Bowers","TBB",75.00,"LE",2012.00,2
"Jayme Mitchell","TBB",69.00,"LE",2012.00,3
"Daniel Te'o-Nesheim","TBB",65.00,"LE",2012.00,4
"Carl Nicks","TBB",97.00,"LG",2012.00,1
"Desmond Wynn","TBB",59.00,"LG",2012.00,2
"Mike Adams","DEN",76.00,"SS",2012.00,1
"David Bruton","DEN",65.00,"SS",2012.00,2
"Rafael Bush","DEN",62.00,"SS",2012.00,3
"Jacob Tamme","DEN",79.00,"TE",2012.00,1
"Joel Dreessen","DEN",77.00,"TE",2012.00,2
"Virgil Green","DEN",64.00,"TE",2012.00,3
"Julius Thomas","DEN",62.00,"TE",2012.00,4
"Demaryius Thomas","DEN",81.00,"WR",2012.00,7
"Eric Decker","DEN",78.00,"WR",2012.00,8
"Garth Gerhart","CLE",64.00,"C",2012.00,2
"Christian Yount","CLE",49.00,"C",2012.00,3
"Joe Haden","CLE",92.00,"CB",2012.00,1
"Sheldon Brown","CLE",82.00,"CB",2012.00,2
"Dimitri Patterson","CLE",71.00,"CB",2012.00,3
"Buster Skrine","CLE",70.00,"CB",2012.00,4
"Trevin Wade","CLE",65.00,"CB",2012.00,5
"James Dockery","CLE",63.00,"CB",2012.00,6
"Ahtyba Rubin","CLE",88.00,"DT",2012.00,6
"Usama Young","CLE",77.00,"FS",2012.00,1
"Ray Ventrone","CLE",63.00,"FS",2012.00,2
"David Sims","CLE",60.00,"FS",2012.00,3
"Trent Richardson","CLE",83.00,"HB",2012.00,1
"Montario Hardesty","CLE",72.00,"HB",2012.00,2
"Brandon Jackson","CLE",71.00,"HB",2012.00,3
"Chris Ogbonnaya","CLE",71.00,"HB",2012.00,4
"Adonis Thomas","CLE",61.00,"HB",2012.00,5
"Phil Dawson","CLE",88.00,"K",2012.00,1
"Quinton Spears","CLE",58.00,"LOLB",2012.00,3
"Craig Robertson","CLE",55.00,"LOLB",2012.00,4
"Joe Thomas","CLE",97.00,"LT",2012.00,1
"Dominic Alford","CLE",53.00,"LT",2012.00,2
"D'Qwell Jackson","CLE",90.00,"MLB",2012.00,1
"James-Michael Johnson","CLE",58.00,"MLB",2012.00,2
"Reggie Hodges","CLE",66.00,"P",2012.00,1
"Colt McCoy","CLE",75.00,"QB",2012.00,1
"Brandon Weeden","CLE",74.00,"QB",2012.00,2
"Kaluka Maiava","CLE",71.00,"ROLB",2012.00,2
"Benjamin Jacobs","CLE",59.00,"ROLB",2012.00,3
"Mitchell Schwartz","CLE",74.00,"RT",2012.00,1
"Oniel Cousins","CLE",71.00,"RT",2012.00,2
"T.J. Ward","CLE",86.00,"SS",2012.00,1
"Eric Hagg","CLE",64.00,"SS",2012.00,2
"Benjamin Watson","CLE",77.00,"TE",2012.00,5
"Evan Moore","CLE",73.00,"TE",2012.00,1
"Alex Smith","CLE",72.00,"TE",2012.00,2
"Rod Windsor","CLE",61.00,"WR",2012.00,8
"Jeremy Zuttah","TBB",75.00,"C",2012.00,1
"Ted Larsen","TBB",69.00,"C",2012.00,2
"Andrew Economos","TBB",62.00,"C",2012.00,3
"Aqib Talib","TBB",87.00,"CB",2012.00,7
"Eric Wright","TBB",79.00,"CB",2012.00,8
"E.J. Biggers","TBB",70.00,"CB",2012.00,1
"Myron Lewis","TBB",68.00,"CB",2012.00,2
"Keith Tandy","TBB",66.00,"CB",2012.00,3
"E.J. Wilson","TBB",62.00,"DT",2012.00,7
"Erik Lorig","TBB",67.00,"FB",2012.00,1
"Cody Johnson","TBB",61.00,"FB",2012.00,2
"Ronde Barber","TBB",86.00,"FS",2012.00,1
"Cody Grimm","TBB",70.00,"FS",2012.00,2
"Tramain Thomas","TBB",59.00,"FS",2012.00,3
"LeGarrette Blount","TBB",79.00,"HB",2012.00,3
"Doug Martin","TBB",76.00,"HB",2012.00,4
"Michael Smith","TBB",64.00,"HB",2012.00,1
"Quincy Black","TBB",73.00,"LOLB",2012.00,1
"Dekoda Watson","TBB",69.00,"LOLB",2012.00,2
"Jacob Cutrera","TBB",62.00,"LOLB",2012.00,3
"Donald Penn","TBB",87.00,"LT",2012.00,1
"Jamon Meredith","TBB",62.00,"LT",2012.00,2
"Mason Foster","TBB",74.00,"MLB",2012.00,1
"Najee Goode","TBB",56.00,"MLB",2012.00,2
"Michael Koenen","TBB",84.00,"P",2012.00,1
"Josh Freeman","TBB",82.00,"QB",2012.00,1
"Dan Orlovsky","TBB",70.00,"QB",2012.00,2
"Brett Ratliff","TBB",63.00,"QB",2012.00,3
"Adrian Clayborn","TBB",80.00,"RE",2012.00,1
"Wallace Gilberry","TBB",64.00,"RE",2012.00,2
"George Johnson","TBB",64.00,"RE",2012.00,3
"Davin Joseph","TBB",88.00,"RG",2012.00,1
"Derek Hardman","TBB",66.00,"RG",2012.00,2
"Adam Hayward","TBB",72.00,"ROLB",2012.00,1
"Lavonte David","TBB",71.00,"ROLB",2012.00,2
"Drake Dunsmore","TBB",65.00,"TE",2012.00,4
"Chase Coffman","TBB",64.00,"TE",2012.00,5
"Zack Pianalto","TBB",63.00,"TE",2012.00,1
"Vincent Jackson","TBB",89.00,"WR",2012.00,1
"Mike Williams","TBB",78.00,"WR",2012.00,2
"Arrelious Benn","TBB",73.00,"WR",2012.00,3
"Dezmon Briscoe","TBB",72.00,"WR",2012.00,4
"Preston Parker","TBB",71.00,"WR",2012.00,5
"Sammie Stroughter","TBB",69.00,"WR",2012.00,6
"Michael Adams","ARI",68.00,"CB",2012.00,6
"Jamell Fleming","ARI",67.00,"CB",2012.00,7
"Justin Bethel","ARI",64.00,"CB",2012.00,8
"Marshay Green","ARI",61.00,"CB",2012.00,9
"Crezdon Butler","ARI",60.00,"CB",2012.00,1
"Dan Williams","ARI",78.00,"DT",2012.00,1
"David Carter","ARI",71.00,"DT",2012.00,2
"Ricky Lumpkin","ARI",57.00,"DT",2012.00,3
"Anthony Sherman","ARI",71.00,"FB",2012.00,1
"Calais Campbell","ARI",91.00,"LE",2012.00,1
"Vonnie Holliday","ARI",75.00,"LE",2012.00,2
"Ronald Talley","ARI",63.00,"LE",2012.00,3
"Daryn Colledge","ARI",83.00,"LG",2012.00,1
"Senio Kelemete","ARI",65.00,"LG",2012.00,2
"O'Brien Schofield","ARI",75.00,"LOLB",2012.00,1
"Clark Haggans","ARI",74.00,"LOLB",2012.00,2
"Antonio Coleman","ARI",64.00,"LOLB",2012.00,3
"Levi Brown","ARI",74.00,"LT",2012.00,1
"John Skelton","ARI",74.00,"QB",2012.00,4
"Richard Bartel","ARI",66.00,"QB",2012.00,1
"Ryan Lindley","ARI",65.00,"QB",2012.00,2
"Darnell Dockett","ARI",89.00,"RE",2012.00,1
"Nick Eason","ARI",70.00,"RE",2012.00,2
"Landon Cohen","ARI",63.00,"RE",2012.00,3
"Adam Snyder","ARI",71.00,"RG",2012.00,1
"Chris Stewart","ARI",58.00,"RG",2012.00,2
"Blake DeChristopher","ARI",50.00,"RG",2012.00,3
"Todd Heap","ARI",79.00,"TE",2012.00,1
"Jeff King","ARI",72.00,"TE",2012.00,2
"Mike Leach","ARI",69.00,"TE",2012.00,3
"Rob Housler","ARI",66.00,"TE",2012.00,4
"Jim Dray","ARI",65.00,"TE",2012.00,5
"Steve Skelton","ARI",62.00,"TE",2012.00,6
"Larry Fitzgerald","ARI",97.00,"WR",2012.00,1
"Michael Floyd","ARI",75.00,"WR",2012.00,2
"Early Doucet","ARI",74.00,"WR",2012.00,3
"Quentin Jammer","LAC",84.00,"CB",2012.00,6
"Marcus Gilchrist","LAC",70.00,"CB",2012.00,1
"Shareece Wright","LAC",68.00,"CB",2012.00,2
"Gregory Gatson","LAC",59.00,"CB",2012.00,3
"De'Andre Presley","LAC",55.00,"CB",2012.00,4
"Antonio Garay","LAC",82.00,"DT",2012.00,1
"Cam Thomas","LAC",72.00,"DT",2012.00,2
"Charlie Bryant","LAC",62.00,"DT",2012.00,3
"Le'Ron McClain","LAC",81.00,"FB",2012.00,1
"Jacques Cesaire","LAC",75.00,"LE",2012.00,1
"Corey Liuget","LAC",73.00,"LE",2012.00,2
"Damik Scafe","LAC",63.00,"LE",2012.00,3
"Tyronne Green","LAC",72.00,"LG",2012.00,1
"Stephen Schilling","LAC",68.00,"LG",2012.00,2
"Shaun Phillips","LAC",88.00,"LOLB",2012.00,1
"Antwan Barnes","LAC",76.00,"LOLB",2012.00,2
"Melvin Ingram","LAC",74.00,"LOLB",2012.00,3
"Jared Gaither","LAC",80.00,"LT",2012.00,1
"Rennie Curran","TBB",66.00,"ROLB",2012.00,3
"Jeremy Trueblood","TBB",75.00,"RT",2012.00,1
"Demar Dotson","TBB",69.00,"RT",2012.00,2
"Mark Barron","TBB",80.00,"SS",2012.00,1
"Larry Asante","TBB",71.00,"SS",2012.00,2
